,TRADE_DT,S_INFO_WINDCODE,S_DQ_CLOSE
794,20130416,000300.SH,2459.592
795,20130417,000300.SH,2458.473
796,20130418,000300.SH,2464.851
797,20130419,000300.SH,2533.827
798,20130422,000300.SH,2530.67
799,20130423,000300.SH,2449.471
800,20130424,000300.SH,2495.579
801,20130425,000300.SH,2467.875
802,20130426,000300.SH,2447.306
803,20130502,000300.SH,2449.639
804,20130503,000300.SH,2492.912
805,20130506,000300.SH,2525.983
806,20130507,000300.SH,2529.938
807,20130508,000300.SH,2542.798
808,20130509,000300.SH,2527.794
809,20130510,000300.SH,2540.836
810,20130513,000300.SH,2530.768
811,20130514,000300.SH,2493.338
812,20130515,000300.SH,2506.925
813,20130516,000300.SH,2552.709
814,20130517,000300.SH,2592.048
815,20130520,000300.SH,2609.607
816,20130521,000300.SH,2614.853
817,20130522,000300.SH,2618.034
818,20130523,000300.SH,2582.849
819,20130524,000300.SH,2597.228
820,20130527,000300.SH,2599.587
821,20130528,000300.SH,2644.359
822,20130529,000300.SH,2642.561
823,20130530,000300.SH,2634.323
824,20130531,000300.SH,2606.426
825,20130603,000300.SH,2602.623
826,20130604,000300.SH,2565.666
827,20130605,000300.SH,2560.539
828,20130606,000300.SH,2527.845
829,20130607,000300.SH,2484.16
830,20130613,000300.SH,2399.937
831,20130614,000300.SH,2416.771
832,20130617,000300.SH,2403.839
833,20130618,000300.SH,2418.745
834,20130619,000300.SH,2400.765
835,20130620,000300.SH,2321.466
836,20130621,000300.SH,2317.394
837,20130624,000300.SH,2171.21
838,20130625,000300.SH,2165.421
839,20130626,000300.SH,2168.297
840,20130627,000300.SH,2160.735
841,20130628,000300.SH,2200.639
842,20130701,000300.SH,2213.317
843,20130702,000300.SH,2221.984
844,20130703,000300.SH,2203.828
845,20130704,000300.SH,2221.979
846,20130705,000300.SH,2226.849
847,20130708,000300.SH,2163.619
848,20130709,000300.SH,2162.669
849,20130710,000300.SH,2224.065
850,20130711,000300.SH,2326.688
851,20130712,000300.SH,2275.373
852,20130715,000300.SH,2307.297
853,20130716,000300.SH,2317.848
854,20130717,000300.SH,2282.836
855,20130718,000300.SH,2245.328
856,20130719,000300.SH,2190.478
857,20130722,000300.SH,2202.189
858,20130723,000300.SH,2265.845
859,20130724,000300.SH,2249.151
860,20130725,000300.SH,2237.683
861,20130726,000300.SH,2224.008
862,20130729,000300.SH,2175.97
863,20130730,000300.SH,2189.388
864,20130731,000300.SH,2193.021
865,20130801,000300.SH,2245.364
866,20130802,000300.SH,2247.263
867,20130805,000300.SH,2278.329
868,20130806,000300.SH,2293.641
869,20130807,000300.SH,2280.623
870,20130808,000300.SH,2276.782
871,20130809,000300.SH,2286.01
872,20130812,000300.SH,2352.794
873,20130813,000300.SH,2359.068
874,20130814,000300.SH,2349.08
875,20130815,000300.SH,2321.576
876,20130816,000300.SH,2304.144
877,20130819,000300.SH,2331.43
878,20130820,000300.SH,2312.465
879,20130821,000300.SH,2308.589
880,20130822,000300.SH,2303.932
881,20130823,000300.SH,2286.929
882,20130826,000300.SH,2335.616
883,20130827,000300.SH,2340.881
884,20130828,000300.SH,2328.056
885,20130829,000300.SH,2318.311
886,20130830,000300.SH,2313.91
887,20130902,000300.SH,2320.344
888,20130903,000300.SH,2354.502
889,20130904,000300.SH,2350.699
890,20130905,000300.SH,2341.735
891,20130906,000300.SH,2357.782
892,20130909,000300.SH,2440.609
893,20130910,000300.SH,2474.894
894,20130911,000300.SH,2482.889
895,20130912,000300.SH,2507.455
896,20130913,000300.SH,2488.902
897,20130916,000300.SH,2478.39
898,20130917,000300.SH,2427.322
899,20130918,000300.SH,2432.51
900,20130923,000300.SH,2472.288
901,20130924,000300.SH,2443.885
902,20130925,000300.SH,2429.03
903,20130926,000300.SH,2384.443
904,20130927,000300.SH,2394.971
905,20130930,000300.SH,2409.037
906,20131008,000300.SH,2441.811
907,20131009,000300.SH,2453.583
908,20131010,000300.SH,2429.317
909,20131011,000300.SH,2468.508
910,20131014,000300.SH,2472.542
911,20131015,000300.SH,2467.517
912,20131016,000300.SH,2421.371
913,20131017,000300.SH,2413.33
914,20131018,000300.SH,2426.054
915,20131021,000300.SH,2471.322
916,20131022,000300.SH,2445.891
917,20131023,000300.SH,2418.491
918,20131024,000300.SH,2400.511
919,20131025,000300.SH,2368.559
920,20131028,000300.SH,2365.954
921,20131029,000300.SH,2372.053
922,20131030,000300.SH,2407.471
923,20131031,000300.SH,2373.718
924,20131101,000300.SH,2384.96
925,20131104,000300.SH,2380.454
926,20131105,000300.SH,2383.769
927,20131106,000300.SH,2353.568
928,20131107,000300.SH,2340.552
929,20131108,000300.SH,2307.945
930,20131111,000300.SH,2315.889
931,20131112,000300.SH,2340.0
932,20131113,000300.SH,2288.116
933,20131114,000300.SH,2304.501
934,20131115,000300.SH,2350.734
935,20131118,000300.SH,2428.903
936,20131119,000300.SH,2412.163
937,20131120,000300.SH,2424.85
938,20131121,000300.SH,2409.989
939,20131122,000300.SH,2397.962
940,20131125,000300.SH,2388.629
941,20131126,000300.SH,2387.416
942,20131127,000300.SH,2414.481
943,20131128,000300.SH,2439.53
944,20131129,000300.SH,2438.944
945,20131202,000300.SH,2418.788
946,20131203,000300.SH,2442.784
947,20131204,000300.SH,2475.135
948,20131205,000300.SH,2468.197
949,20131206,000300.SH,2452.287
950,20131209,000300.SH,2450.872
951,20131210,000300.SH,2453.322
952,20131211,000300.SH,2412.763
953,20131212,000300.SH,2410.015
954,20131213,000300.SH,2406.639
955,20131216,000300.SH,2367.923
956,20131217,000300.SH,2356.376
957,20131218,000300.SH,2357.226
958,20131219,000300.SH,2332.41
959,20131220,000300.SH,2278.136
960,20131223,000300.SH,2284.602
961,20131224,000300.SH,2288.248
962,20131225,000300.SH,2305.11
963,20131226,000300.SH,2265.334
964,20131227,000300.SH,2303.478
965,20131230,000300.SH,2299.458
966,20131231,000300.SH,2330.026
967,20140102,000300.SH,2321.978
968,20140103,000300.SH,2290.779
969,20140106,000300.SH,2238.637
970,20140107,000300.SH,2238.001
971,20140108,000300.SH,2241.911
972,20140109,000300.SH,2222.221
973,20140110,000300.SH,2204.851
974,20140113,000300.SH,2193.679
975,20140114,000300.SH,2212.846
976,20140115,000300.SH,2208.941
977,20140116,000300.SH,2211.844
978,20140117,000300.SH,2178.488
979,20140120,000300.SH,2165.993
980,20140121,000300.SH,2187.41
981,20140122,000300.SH,2243.796
982,20140123,000300.SH,2231.889
983,20140124,000300.SH,2245.678
984,20140127,000300.SH,2215.919
985,20140128,000300.SH,2219.855
986,20140129,000300.SH,2227.781
987,20140130,000300.SH,2202.45
988,20140207,000300.SH,2212.483
989,20140210,000300.SH,2267.534
990,20140211,000300.SH,2285.562
991,20140212,000300.SH,2291.246
992,20140213,000300.SH,2279.554
993,20140214,000300.SH,2295.575
994,20140217,000300.SH,2311.647
995,20140218,000300.SH,2282.442
996,20140219,000300.SH,2308.656
997,20140220,000300.SH,2287.436
998,20140221,000300.SH,2264.294
999,20140224,000300.SH,2214.509
1000,20140225,000300.SH,2157.909
1001,20140226,000300.SH,2163.405
1002,20140227,000300.SH,2154.108
1003,20140228,000300.SH,2178.971
1004,20140303,000300.SH,2190.37
1005,20140304,000300.SH,2184.273
1006,20140305,000300.SH,2163.976
1007,20140306,000300.SH,2173.634
1008,20140307,000300.SH,2168.358
1009,20140310,000300.SH,2097.787
1010,20140311,000300.SH,2108.661
1011,20140312,000300.SH,2114.134
1012,20140313,000300.SH,2140.333
1013,20140314,000300.SH,2122.836
1014,20140317,000300.SH,2143.038
1015,20140318,000300.SH,2138.133
1016,20140319,000300.SH,2120.87
1017,20140320,000300.SH,2086.967
1018,20140321,000300.SH,2158.798
1019,20140324,000300.SH,2176.554
1020,20140325,000300.SH,2174.44
1021,20140326,000300.SH,2171.047
1022,20140327,000300.SH,2155.707
1023,20140328,000300.SH,2151.965
1024,20140331,000300.SH,2146.305
1025,20140401,000300.SH,2163.115
1026,20140402,000300.SH,2180.727
1027,20140403,000300.SH,2165.008
1028,20140404,000300.SH,2185.472
1029,20140408,000300.SH,2237.316
1030,20140409,000300.SH,2238.62
1031,20140410,000300.SH,2273.761
1032,20140411,000300.SH,2270.666
1033,20140414,000300.SH,2268.613
1034,20140415,000300.SH,2229.463
1035,20140416,000300.SH,2232.526
1036,20140417,000300.SH,2224.803
1037,20140418,000300.SH,2224.479
1038,20140421,000300.SH,2187.248
1039,20140422,000300.SH,2196.795
1040,20140423,000300.SH,2194.668
1041,20140424,000300.SH,2190.474
1042,20140425,000300.SH,2167.826
1043,20140428,000300.SH,2134.969
1044,20140429,000300.SH,2158.47
1045,20140430,000300.SH,2158.659
1046,20140505,000300.SH,2156.47
1047,20140506,000300.SH,2157.328
1048,20140507,000300.SH,2137.316
1049,20140508,000300.SH,2135.496
1050,20140509,000300.SH,2133.911
1051,20140512,000300.SH,2180.054
1052,20140513,000300.SH,2174.852
1053,20140514,000300.SH,2172.372
1054,20140515,000300.SH,2144.084
1055,20140516,000300.SH,2145.952
1056,20140519,000300.SH,2115.143
1057,20140520,000300.SH,2115.771
1058,20140521,000300.SH,2135.905
1059,20140522,000300.SH,2130.868
1060,20140523,000300.SH,2148.414
1061,20140526,000300.SH,2155.976
1062,20140527,000300.SH,2147.28
1063,20140528,000300.SH,2169.352
1064,20140529,000300.SH,2155.164
1065,20140530,000300.SH,2156.464
1066,20140603,000300.SH,2149.918
1067,20140604,000300.SH,2128.274
1068,20140605,000300.SH,2150.602
1069,20140606,000300.SH,2134.716
1070,20140609,000300.SH,2134.281
1071,20140610,000300.SH,2161.268
1072,20140611,000300.SH,2160.766
1073,20140612,000300.SH,2153.41
1074,20140613,000300.SH,2176.242
1075,20140616,000300.SH,2191.855
1076,20140617,000300.SH,2169.674
1077,20140618,000300.SH,2160.239
1078,20140619,000300.SH,2126.907
1079,20140620,000300.SH,2136.729
1080,20140623,000300.SH,2134.11
1081,20140624,000300.SH,2144.821
1082,20140625,000300.SH,2133.371
1083,20140626,000300.SH,2149.076
1084,20140627,000300.SH,2150.258
1085,20140630,000300.SH,2165.118
1086,20140701,000300.SH,2164.559
1087,20140702,000300.SH,2170.867
1088,20140703,000300.SH,2180.192
1089,20140704,000300.SH,2178.695
1090,20140707,000300.SH,2176.289
1091,20140708,000300.SH,2180.473
1092,20140709,000300.SH,2148.71
1093,20140710,000300.SH,2142.847
1094,20140711,000300.SH,2148.009
1095,20140714,000300.SH,2171.758
1096,20140715,000300.SH,2174.976
1097,20140716,000300.SH,2170.868
1098,20140717,000300.SH,2157.068
1099,20140718,000300.SH,2164.144
1100,20140721,000300.SH,2166.295
1101,20140722,000300.SH,2192.698
1102,20140723,000300.SH,2197.833
1103,20140724,000300.SH,2237.015
1104,20140725,000300.SH,2260.454
1105,20140728,000300.SH,2323.897
1106,20140729,000300.SH,2331.369
1107,20140730,000300.SH,2322.011
1108,20140731,000300.SH,2350.251
1109,20140801,000300.SH,2329.402
1110,20140804,000300.SH,2375.62
1111,20140805,000300.SH,2369.353
1112,20140806,000300.SH,2363.221
1113,20140807,000300.SH,2327.457
1114,20140808,000300.SH,2331.134
1115,20140811,000300.SH,2365.349
1116,20140812,000300.SH,2357.052
1117,20140813,000300.SH,2358.901
1118,20140814,000300.SH,2335.945
1119,20140815,000300.SH,2360.635
1120,20140818,000300.SH,2374.562
1121,20140819,000300.SH,2374.768
1122,20140820,000300.SH,2366.14
1123,20140821,000300.SH,2354.244
1124,20140822,000300.SH,2365.364
1125,20140825,000300.SH,2342.863
1126,20140826,000300.SH,2324.092
1127,20140827,000300.SH,2327.595
1128,20140828,000300.SH,2311.278
1129,20140829,000300.SH,2338.287
1130,20140901,000300.SH,2355.317
1131,20140902,000300.SH,2386.46
1132,20140903,000300.SH,2408.838
1133,20140904,000300.SH,2426.224
1134,20140905,000300.SH,2449.259
1135,20140909,000300.SH,2445.224
1136,20140910,000300.SH,2432.433
1137,20140911,000300.SH,2423.454
1138,20140912,000300.SH,2438.358
1139,20140915,000300.SH,2437.189
1140,20140916,000300.SH,2388.765
1141,20140917,000300.SH,2401.326
1142,20140918,000300.SH,2408.664
1143,20140919,000300.SH,2425.211
1144,20140922,000300.SH,2378.92
1145,20140923,000300.SH,2399.462
1146,20140924,000300.SH,2441.864
1147,20140925,000300.SH,2436.965
1148,20140926,000300.SH,2437.201
1149,20140929,000300.SH,2447.799
1150,20140930,000300.SH,2450.988
1151,20141008,000300.SH,2478.383
1152,20141009,000300.SH,2481.955
1153,20141010,000300.SH,2466.789
1154,20141013,000300.SH,2454.946
1155,20141014,000300.SH,2446.562
1156,20141015,000300.SH,2463.874
1157,20141016,000300.SH,2444.395
1158,20141017,000300.SH,2441.732
1159,20141020,000300.SH,2454.711
1160,20141021,000300.SH,2433.391
1161,20141022,000300.SH,2418.641
1162,20141023,000300.SH,2395.936
1163,20141024,000300.SH,2390.706
1164,20141027,000300.SH,2368.832
1165,20141028,000300.SH,2416.653
1166,20141029,000300.SH,2451.384
1167,20141030,000300.SH,2468.925
1168,20141031,000300.SH,2508.325
1169,20141103,000300.SH,2512.548
1170,20141104,000300.SH,2513.172
1171,20141105,000300.SH,2503.448
1172,20141106,000300.SH,2506.067
1173,20141107,000300.SH,2502.153
1174,20141110,000300.SH,2565.73
1175,20141111,000300.SH,2558.612
1176,20141112,000300.SH,2594.318
1177,20141113,000300.SH,2579.75
1178,20141114,000300.SH,2581.093
1179,20141117,000300.SH,2567.101
1180,20141118,000300.SH,2541.416
1181,20141119,000300.SH,2537.223
1182,20141120,000300.SH,2537.099
1183,20141121,000300.SH,2583.455
1184,20141124,000300.SH,2649.258
1185,20141125,000300.SH,2685.561
1186,20141126,000300.SH,2723.018
1187,20141127,000300.SH,2754.49
1188,20141128,000300.SH,2808.819
1189,20141201,000300.SH,2819.812
1190,20141202,000300.SH,2923.94
1191,20141203,000300.SH,2967.549
1192,20141204,000300.SH,3104.351
1193,20141205,000300.SH,3124.885
1194,20141208,000300.SH,3252.881
1195,20141209,000300.SH,3106.913
1196,20141210,000300.SH,3221.546
1197,20141211,000300.SH,3183.012
1198,20141212,000300.SH,3193.227
1199,20141215,000300.SH,3217.228
1200,20141216,000300.SH,3303.402
1201,20141217,000300.SH,3360.598
1202,20141218,000300.SH,3345.927
1203,20141219,000300.SH,3383.167
1204,20141222,000300.SH,3394.481
1205,20141223,000300.SH,3324.924
1206,20141224,000300.SH,3230.385
1207,20141225,000300.SH,3335.419
1208,20141226,000300.SH,3445.839
1209,20141229,000300.SH,3455.455
1210,20141230,000300.SH,3457.554
1211,20141231,000300.SH,3533.705
1212,20150105,000300.SH,3641.541
1213,20150106,000300.SH,3641.059
1214,20150107,000300.SH,3643.79
1215,20150108,000300.SH,3559.259
1216,20150109,000300.SH,3546.723
1217,20150112,000300.SH,3513.576
1218,20150113,000300.SH,3514.04
1219,20150114,000300.SH,3502.423
1220,20150115,000300.SH,3604.121
1221,20150116,000300.SH,3635.146
1222,20150119,000300.SH,3355.155
1223,20150120,000300.SH,3396.222
1224,20150121,000300.SH,3548.885
1225,20150122,000300.SH,3567.613
1226,20150123,000300.SH,3571.732
1227,20150126,000300.SH,3607.985
1228,20150127,000300.SH,3574.931
1229,20150128,000300.SH,3525.323
1230,20150129,000300.SH,3481.798
1231,20150130,000300.SH,3434.39
1232,20150202,000300.SH,3353.96
1233,20150203,000300.SH,3437.445
1234,20150204,000300.SH,3401.768
1235,20150205,000300.SH,3366.946
1236,20150206,000300.SH,3312.42
1237,20150209,000300.SH,3345.921
1238,20150210,000300.SH,3406.943
1239,20150211,000300.SH,3434.124
1240,20150212,000300.SH,3442.874
1241,20150213,000300.SH,3469.828
1242,20150216,000300.SH,3499.483
1243,20150217,000300.SH,3522.322
1244,20150225,000300.SH,3478.729
1245,20150226,000300.SH,3566.295
1246,20150227,000300.SH,3572.843
1247,20150302,000300.SH,3601.265
1248,20150303,000300.SH,3507.9
1249,20150304,000300.SH,3530.822
1250,20150305,000300.SH,3496.344
1251,20150306,000300.SH,3478.52
1252,20150309,000300.SH,3537.75
1253,20150310,000300.SH,3520.611
1254,20150311,000300.SH,3524.653
1255,20150312,000300.SH,3592.844
1256,20150313,000300.SH,3617.657
1257,20150316,000300.SH,3705.671
1258,20150317,000300.SH,3757.122
1259,20150318,000300.SH,3846.055
1260,20150319,000300.SH,3839.739
1261,20150320,000300.SH,3892.574
1262,20150323,000300.SH,3972.061
1263,20150324,000300.SH,3973.046
1264,20150325,000300.SH,3940.412
1265,20150326,000300.SH,3949.999
1266,20150327,000300.SH,3971.697
1267,20150330,000300.SH,4088.178
1268,20150331,000300.SH,4051.204
1269,20150401,000300.SH,4123.895
1270,20150402,000300.SH,4124.776
1271,20150403,000300.SH,4170.538
1272,20150407,000300.SH,4260.044
1273,20150408,000300.SH,4295.803
1274,20150409,000300.SH,4262.138
1275,20150410,000300.SH,4344.416
1276,20150413,000300.SH,4421.073
1277,20150414,000300.SH,4438.184
1278,20150415,000300.SH,4380.513
1279,20150416,000300.SH,4513.546
1280,20150417,000300.SH,4596.136
1281,20150420,000300.SH,4521.919
1282,20150421,000300.SH,4619.164
1283,20150422,000300.SH,4739.814
1284,20150423,000300.SH,4740.892
1285,20150424,000300.SH,4702.641
1286,20150427,000300.SH,4807.592
1287,20150428,000300.SH,4741.861
1288,20150429,000300.SH,4774.326
1289,20150430,000300.SH,4749.886
1290,20150504,000300.SH,4787.741
1291,20150505,000300.SH,4596.837
1292,20150506,000300.SH,4553.327
1293,20150507,000300.SH,4470.089
1294,20150508,000300.SH,4558.404
1295,20150511,000300.SH,4690.532
1296,20150512,000300.SH,4747.421
1297,20150513,000300.SH,4718.436
1298,20150514,000300.SH,4700.778
1299,20150515,000300.SH,4617.47
1300,20150518,000300.SH,4575.14
1301,20150519,000300.SH,4731.222
1302,20150520,000300.SH,4754.919
1303,20150521,000300.SH,4840.976
1304,20150522,000300.SH,4951.335
1305,20150525,000300.SH,5099.495
1306,20150526,000300.SH,5198.918
1307,20150527,000300.SH,5181.434
1308,20150528,000300.SH,4834.007
1309,20150529,000300.SH,4840.829
1310,20150601,000300.SH,5076.179
1311,20150602,000300.SH,5161.87
1312,20150603,000300.SH,5143.59
1313,20150604,000300.SH,5181.416
1314,20150605,000300.SH,5230.552
1315,20150608,000300.SH,5353.751
1316,20150609,000300.SH,5317.461
1317,20150610,000300.SH,5309.112
1318,20150611,000300.SH,5306.59
1319,20150612,000300.SH,5335.1151
1320,20150615,000300.SH,5221.1665
1321,20150616,000300.SH,5064.8212
1322,20150617,000300.SH,5138.8307
1323,20150618,000300.SH,4930.5491
1324,20150619,000300.SH,4637.0517
1325,20150623,000300.SH,4786.0906
1326,20150624,000300.SH,4880.1261
1327,20150625,000300.SH,4706.5159
1328,20150626,000300.SH,4336.1947
1329,20150629,000300.SH,4191.5486
1330,20150630,000300.SH,4472.9976
1331,20150701,000300.SH,4253.021
1332,20150702,000300.SH,4107.9961
1333,20150703,000300.SH,3885.9169
1334,20150706,000300.SH,3998.537
1335,20150707,000300.SH,3928.0025
1336,20150708,000300.SH,3663.0375
1337,20150709,000300.SH,3897.6263
1338,20150710,000300.SH,4106.5561
1339,20150713,000300.SH,4211.8116
1340,20150714,000300.SH,4112.1488
1341,20150715,000300.SH,3966.7585
1342,20150716,000300.SH,3997.3555
1343,20150717,000300.SH,4151.4956
1344,20150720,000300.SH,4160.612
1345,20150721,000300.SH,4166.0057
1346,20150722,000300.SH,4157.1604
1347,20150723,000300.SH,4250.805
1348,20150724,000300.SH,4176.2787
1349,20150727,000300.SH,3818.7314
1350,20150728,000300.SH,3811.0926
1351,20150729,000300.SH,3930.3791
1352,20150730,000300.SH,3815.4118
1353,20150731,000300.SH,3816.6993
1354,20150803,000300.SH,3829.2354
1355,20150804,000300.SH,3948.1554
1356,20150805,000300.SH,3866.8998
1357,20150806,000300.SH,3831.8516
1358,20150807,000300.SH,3906.9448
1359,20150810,000300.SH,4084.3646
1360,20150811,000300.SH,4066.6692
1361,20150812,000300.SH,4016.1262
1362,20150813,000300.SH,4075.463
1363,20150814,000300.SH,4073.54
1364,20150817,000300.SH,4077.8721
1365,20150818,000300.SH,3825.4122
1366,20150819,000300.SH,3886.1357
1367,20150820,000300.SH,3761.4541
1368,20150821,000300.SH,3589.5358
1369,20150824,000300.SH,3275.5342
1370,20150825,000300.SH,3042.9266
1371,20150826,000300.SH,3025.692
1372,20150827,000300.SH,3205.6375
1373,20150828,000300.SH,3342.2863
1374,20150831,000300.SH,3366.5359
1375,20150901,000300.SH,3362.0827
1376,20150902,000300.SH,3365.8318
1377,20150907,000300.SH,3250.485
1378,20150908,000300.SH,3334.0233
1379,20150909,000300.SH,3399.3054
1380,20150910,000300.SH,3357.561
1381,20150911,000300.SH,3347.1878
1382,20150914,000300.SH,3281.1317
1383,20150915,000300.SH,3152.2319
1384,20150916,000300.SH,3309.2484
1385,20150917,000300.SH,3236.9986
1386,20150918,000300.SH,3251.2732
1387,20150921,000300.SH,3308.2467
1388,20150922,000300.SH,3339.03
1389,20150923,000300.SH,3263.0275
1390,20150924,000300.SH,3284.9991
1391,20150925,000300.SH,3231.9514
1392,20150928,000300.SH,3242.7524
1393,20150929,000300.SH,3178.8544
1394,20150930,000300.SH,3202.9475
1395,20151008,000300.SH,3296.482
1396,20151009,000300.SH,3340.1159
1397,20151012,000300.SH,3447.6934
1398,20151013,000300.SH,3445.0431
1399,20151014,000300.SH,3406.1116
1400,20151015,000300.SH,3486.815
1401,20151016,000300.SH,3534.0653
1402,20151019,000300.SH,3534.1821
1403,20151020,000300.SH,3577.7027
1404,20151021,000300.SH,3473.2544
1405,20151022,000300.SH,3524.5339
1406,20151023,000300.SH,3571.2411
1407,20151026,000300.SH,3589.2611
1408,20151027,000300.SH,3592.8794
1409,20151028,000300.SH,3524.9199
1410,20151029,000300.SH,3533.3065
1411,20151030,000300.SH,3534.0788
1412,20151102,000300.SH,3475.9623
1413,20151103,000300.SH,3465.4927
1414,20151104,000300.SH,3628.5377
1415,20151105,000300.SH,3705.9697
1416,20151106,000300.SH,3793.3739
1417,20151109,000300.SH,3840.3547
1418,20151110,000300.SH,3833.2379
1419,20151111,000300.SH,3833.6457
1420,20151112,000300.SH,3795.3241
1421,20151113,000300.SH,3746.2422
1422,20151116,000300.SH,3764.1262
1423,20151117,000300.SH,3758.3869
1424,20151118,000300.SH,3715.5796
1425,20151119,000300.SH,3774.969
1426,20151120,000300.SH,3774.3833
1427,20151123,000300.SH,3753.3351
1428,20151124,000300.SH,3753.8887
1429,20151125,000300.SH,3781.6069
1430,20151126,000300.SH,3759.4286
1431,20151127,000300.SH,3556.9924
1432,20151130,000300.SH,3566.4122
1433,20151201,000300.SH,3591.696
1434,20151202,000300.SH,3721.9545
1435,20151203,000300.SH,3749.2985
1436,20151204,000300.SH,3677.5922
1437,20151207,000300.SH,3687.6073
1438,20151208,000300.SH,3623.0202
1439,20151209,000300.SH,3635.9382
1440,20151210,000300.SH,3623.0842
1441,20151211,000300.SH,3608.0587
1442,20151214,000300.SH,3711.322
1443,20151215,000300.SH,3694.3885
1444,20151216,000300.SH,3685.4398
1445,20151217,000300.SH,3755.8881
1446,20151218,000300.SH,3767.9128
1447,20151221,000300.SH,3865.965
1448,20151222,000300.SH,3876.7325
1449,20151223,000300.SH,3866.3814
1450,20151224,000300.SH,3829.4022
1451,20151225,000300.SH,3838.201
1452,20151228,000300.SH,3727.6316
1453,20151229,000300.SH,3761.8745
1454,20151230,000300.SH,3765.1752
1455,20151231,000300.SH,3731.0047
1456,20160104,000300.SH,3469.0662
1457,20160105,000300.SH,3478.7797
1458,20160106,000300.SH,3539.8082
1459,20160107,000300.SH,3294.3839
1460,20160108,000300.SH,3361.5632
1461,20160111,000300.SH,3192.4499
1462,20160112,000300.SH,3215.7099
1463,20160113,000300.SH,3155.8787
1464,20160114,000300.SH,3221.5714
1465,20160115,000300.SH,3118.7301
1466,20160118,000300.SH,3130.7289
1467,20160119,000300.SH,3223.1251
1468,20160120,000300.SH,3174.3781
1469,20160121,000300.SH,3081.3454
1470,20160122,000300.SH,3113.4626
1471,20160125,000300.SH,3128.886
1472,20160126,000300.SH,2940.5085
1473,20160127,000300.SH,2930.3519
1474,20160128,000300.SH,2853.7562
1475,20160129,000300.SH,2946.0902
1476,20160201,000300.SH,2901.0477
1477,20160202,000300.SH,2961.3337
1478,20160203,000300.SH,2948.6386
1479,20160204,000300.SH,2984.7598
1480,20160205,000300.SH,2963.7894
1481,20160215,000300.SH,2946.7066
1482,20160216,000300.SH,3037.0353
1483,20160217,000300.SH,3063.3199
1484,20160218,000300.SH,3053.6985
1485,20160219,000300.SH,3051.585
1486,20160222,000300.SH,3118.8675
1487,20160223,000300.SH,3089.3632
1488,20160224,000300.SH,3109.5454
1489,20160225,000300.SH,2918.7501
1490,20160226,000300.SH,2948.0306
1491,20160229,000300.SH,2877.4666
1492,20160301,000300.SH,2930.6937
1493,20160302,000300.SH,3051.3327
1494,20160303,000300.SH,3058.4219
1495,20160304,000300.SH,3093.8895
1496,20160307,000300.SH,3104.8397
1497,20160308,000300.SH,3107.6727
1498,20160309,000300.SH,3071.907
1499,20160310,000300.SH,3013.1457
1500,20160311,000300.SH,3018.2844
1501,20160314,000300.SH,3065.6904
1502,20160315,000300.SH,3074.7796
1503,20160316,000300.SH,3090.0328
1504,20160317,000300.SH,3124.2039
1505,20160318,000300.SH,3171.963
1506,20160321,000300.SH,3249.4372
1507,20160322,000300.SH,3225.7903
1508,20160323,000300.SH,3236.0924
1509,20160324,000300.SH,3181.8507
1510,20160325,000300.SH,3197.8169
1511,20160328,000300.SH,3169.7283
1512,20160329,000300.SH,3135.4098
1513,20160330,000300.SH,3216.2753
1514,20160331,000300.SH,3218.0879
1515,20160401,000300.SH,3221.8948
1516,20160405,000300.SH,3264.4858
1517,20160406,000300.SH,3257.5276
1518,20160407,000300.SH,3209.2902
1519,20160408,000300.SH,3185.7258
1520,20160411,000300.SH,3230.0957
1521,20160412,000300.SH,3218.4497
1522,20160413,000300.SH,3261.3831
1523,20160414,000300.SH,3275.8321
1524,20160415,000300.SH,3272.2053
1525,20160418,000300.SH,3228.4531
1526,20160419,000300.SH,3238.3029
1527,20160420,000300.SH,3181.0264
1528,20160421,000300.SH,3160.6033
1529,20160422,000300.SH,3174.9012
1530,20160425,000300.SH,3162.0331
1531,20160426,000300.SH,3179.1605
1532,20160427,000300.SH,3165.9156
1533,20160428,000300.SH,3160.5809
1534,20160429,000300.SH,3156.7451
1535,20160503,000300.SH,3213.5397
1536,20160504,000300.SH,3209.4614
1537,20160505,000300.SH,3213.9199
1538,20160506,000300.SH,3130.3544
1539,20160509,000300.SH,3065.6154
1540,20160510,000300.SH,3069.1124
1541,20160511,000300.SH,3082.8086
1542,20160512,000300.SH,3090.1372
1543,20160513,000300.SH,3074.9351
1544,20160516,000300.SH,3095.3085
1545,20160517,000300.SH,3086.0249
1546,20160518,000300.SH,3068.0358
1547,20160519,000300.SH,3062.5002
1548,20160520,000300.SH,3078.2183
1549,20160523,000300.SH,3087.2225
1550,20160524,000300.SH,3063.5556
1551,20160525,000300.SH,3059.2259
1552,20160526,000300.SH,3064.2111
1553,20160527,000300.SH,3062.4993
1554,20160530,000300.SH,3066.7095
1555,20160531,000300.SH,3169.5598
1556,20160601,000300.SH,3160.547
1557,20160602,000300.SH,3167.0997
1558,20160603,000300.SH,3189.3255
1559,20160606,000300.SH,3178.7883
1560,20160607,000300.SH,3177.0536
1561,20160608,000300.SH,3163.9864
1562,20160613,000300.SH,3066.3413
1563,20160614,000300.SH,3075.9834
1564,20160615,000300.SH,3116.3682
1565,20160616,000300.SH,3094.6748
1566,20160617,000300.SH,3110.3572
1567,20160620,000300.SH,3112.6744
